매입임대고유번호,자치구,법정동,지번,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,지형높이,지형형상,도로접면,OSC공법유형
341,성북구,정릉동,254-93,0.00,0.00,0.00,단독주택,32.1,3,완경사,사다리형,세로한면(불),소형
342,성북구,정릉동,266-55,,,,,,,평지,사다리형,소로각지,
343,성북구,정릉동,266-335,440.00,0.00,194.41,단독주택,36.1,6,완경사,세로장방,세로한면(불),소형
344,성북구,정릉동,266-338,0.00,55.09,0.00,단독주택,29.1,8,완경사,사다리형,세로한면(가),소형
347,성북구,정릉동,409-1,,,,,,,완경사,사다리형,세로한면(불),소형
356,성북구,정릉동,788-11,304.27,57.82,157.73,단독주택,28.0,12,완경사,사다리형,세로한면(가),소형
358,성북구,정릉동,822-14,,,,,,,완경사,사다리형,세로한면(가),소형
105,광진구,자양동,635-9,,,,,,,평지,세로장방,세로한면(가),
121,동대문구,전농동,55-12,,,,,,,평지,부정형,세로각지(가),소형
158,동대문구,장안동,404-14,,,,,,,평지,세로장방,소로한면,중형
164,동대문구,휘경동,286-139,,,,,,,평지,정방형,세로각지(가),소형
166,동대문구,이문동,63-10,,,,,,,평지,자루형,소로한면,
168,중랑구,면목동,42-37,,,,,,,평지,세로장방,소로한면,중형
169,중랑구,면목동,43-44,,,,,,,평지,가로장방,세로한면(가),소형
178,중랑구,면목동,113-63,,,,,,,평지,가로장방,세로한면(가),소형
184,중랑구,면목동,144-14,,,,,,,평지,가로장방,세로한면(불),소형
188,중랑구,면목동,177-24,,,,,,,평지,세로장방,세로한면(가),소형
189,중랑구,면목동,177-35,,,,,,,평지,세로장방,세로한면(가),소형
194,중랑구,면목동,191-115,,,,,,,평지,정방형,세로한면(가),소형
199,중랑구,면목동,379-17,,,,,,,평지,세로장방,소로각지,중형
200,중랑구,면목동,436-26,68.32,67.93,160.41,단독주택,31.4,4,평지,세로장방,세로한면(가),소형
211,중랑구,상봉동,124-43,85.48,56.72,113.43,단독주택,34.3,4,평지,정방형,세로한면(가),소형
212,중랑구,상봉동,124-56,225.00,53.07,152.27,단독주택,23.1,6,평지,세로장방,세로각지(가),소형
228,중랑구,중화동,10-17,452.47,56.89,94.83,단독주택,30.3,13,평지,사다리형,세로한면(가),소형
229,중랑구,중화동,34-4,129.00,44.70,89.40,단독주택,33.4,4,평지,사다리형,세로한면(가),중형
230,중랑구,중화동,110-69,150.00,49.72,97.77,단독주택,33.6,6,평지,사다리형,세로한면(가),소형
231,중랑구,중화동,135-21,116.70,59.77,111.83,단독주택,31.5,5,평지,사다리형,세로한면(가),소형
232,중랑구,중화동,158-54,135.20,51.09,115.20,단독주택,36.2,6,평지,세로장방,세로한면(가),소형
236,중랑구,중화동,286-15,159.00,55.04,144.87,단독주택,30.4,5,평지,정방형,세로한면(불),소형
249,중랑구,중화동,332-51,103.00,59.18,110.10,단독주택,30.2,5,평지,세로장방,세로각지(가),소형
279,중랑구,망우동,153-22,136.20,59.88,94.99,단독주택,32.0,5,평지,세로장방,세로각지(가),소형
280,중랑구,망우동,184-8,105.40,59.89,117.68,단독주택,30.9,5,평지,세로장방,중로한면,중형
284,중랑구,망우동,419-28,250.20,34.50,63.40,단독주택,34.5,4,평지,사다리형,세로각지(가),소형
286,중랑구,망우동,431-34,125.30,54.88,124.62,단독주택,34.0,6,평지,정방형,세로한면(가),소형
296,중랑구,망우동,460-12,171.60,55.03,150.77,단독주택,31.3,8,평지,자루형,세로한면(가),소형
297,중랑구,망우동,464-43,121.00,53.55,107.11,단독주택,33.7,5,평지,사다리형,세로한면(가),소형
299,중랑구,망우동,493-10,175.24,59.35,178.06,단독주택,29.8,7,평지,정방형,소로각지,중형
300,중랑구,망우동,509-25,105.40,59.28,125.96,단독주택,31.2,5,평지,정방형,소로한면,중형
303,중랑구,망우동,521-18,720.00,52.69,174.33,연립주택,29.1,5,평지,사다리형,세로각지(가),소형
307,중랑구,망우동,523-41,166.00,58.55,193.63,공동주택,21.8,9,평지,정방형,세로한면(가),소형
310,중랑구,신내동,441-2,162.52,59.54,153.94,단독주택,30.6,7,평지,사다리형,세로한면(가),
700,노원구,공릉동,415-69,347.00,51.23,142.45,단독주택,30.2,12,평지,세로장방,세로한면(가),소형
703,노원구,하계동,61-20,,,,,,,평지,정방형,세로각지(가),소형
706,노원구,하계동,161-3,,,,,,,평지,사다리형,중로한면,대형
2050,강동구,고덕동,165-1,186.60,51.07,131.62,단독주택,36.6,7,평지,세로장방,,
2052,강동구,고덕동,175-3,,,,,,,평지,세로장방,세로한면(가),소형
2053,강동구,고덕동,237-2,192.70,43.80,85.40,단독주택,28.7,9,평지,가로장방,세로한면(가),소형
2055,강동구,고덕동,238-6,187.60,45.30,87.90,단독주택,36.6,3,평지,세로장방,세로한면(가),소형
2056,강동구,고덕동,259-7,,,,,,,평지,세로장방,소로한면,중형
2057,강동구,고덕동,260-4,185.70,59.95,128.60,단독주택,28.2,8,평지,세로장방,소로한면,
2059,강동구,고덕동,270-2,193.90,56.32,128.73,단독주택,36.7,3,평지,세로장방,소로한면,중형
2062,강동구,고덕동,282-4,,,,,,,평지,세로장방,,
2063,강동구,고덕동,294-5,182.20,46.38,90.54,단독주택,38.3,6,평지,정방형,중로각지,중형
972,마포구,도화동,184-20,143.70,59.94,153.22,단독주택,21.2,6,평지,사다리형,세로한면(가),소형
975,마포구,염리동,27-125,,,,,,,완경사,사다리형,세로한면(불),소형
976,마포구,염리동,178-1,252.03,58.71,158.99,단독주택,28.2,8,평지,사다리형,세로한면(가),소형
977,마포구,신수동,62-8,,,,,,,평지,사다리형,세로한면(가),소형
915,서대문구,홍제동,267-119,,,,,,,완경사,부정형,세로한면(가),소형
935,서대문구,홍은동,9-234,,,,,,,평지,사다리형,세로한면(가),소형
122,동대문구,전농동,257-4,127.90,58.31,188.37,단독주택,22.5,6,평지,사다리형,세로한면(가),소형
127,동대문구,답십리동,463-28,203.90,59.99,126.49,공동주택,22.3,8,평지,세로장방,세로한면(불),소형
162,동대문구,회기동,102-42,247.00,58.34,165.22,단독주택,28.1,15,완경사,사다리형,세로한면(가),소형
163,동대문구,회기동,102-43,264.00,52.32,178.43,공동주택,21.5,10,완경사,사다리형,세로한면(가),소형
312,성북구,성북동,111-26,,,,,,,완경사,자루형,세로한면(가),소형
313,성북구,돈암동,2-21,,,,,,,완경사,사다리형,세로한면(불),소형
330,성북구,정릉동,16-221,,,,,,,평지,세로장방,세로각지(가),소형
352,성북구,정릉동,508-26,,,,,,,완경사,세로장방,소로한면,중형
373,성북구,종암동,125-58,,,,,,,완경사,정방형,세로한면(가),소형
374,성북구,종암동,125-84,,,,,,,평지,세로장방,소로한면,중형
