자치구,법정동,지번,경도,위도,PNU,대지면적_m2,건폐율_pct,용적률_pct,주택형태,노후년수,임대세대수,공시지가_2026_원per_m2,지형높이,지형형상,도로접면,OSC공법,신규임대유형,지하철역_800m,버스정류장_800m,초등학교_800m,중고등학교_800m
강동구,고덕동,165-1,127.1691199,37.5620821,1174010200101650001,186.60,51.07,131.62,단독주택,36.6,7,5964000,평지,세로장방,,,신혼부부,2,43,1,2
강동구,고덕동,175-3,127.1699139,37.5609685,1174010200101750003,,,,,,,4857000,평지,세로장방,세로한면(가),소형,청년,2,42,2,3
강동구,고덕동,237-2,127.1627653,37.5619178,1174010200102370002,192.70,43.80,85.40,단독주택,28.7,9,5271000,평지,가로장방,세로한면(가),소형,청년,1,34,2,3
강동구,고덕동,238-6,127.1629724,37.5615125,1174010200102380006,187.60,45.30,87.90,단독주택,36.6,3,5271000,평지,세로장방,세로한면(가),소형,청년,1,36,2,3
강동구,고덕동,259-7,127.1617259,37.5609497,1174010200102590007,,,,,,,5068000,평지,세로장방,소로한면,중형,청년,1,36,2,3
강동구,고덕동,260-4,127.1623118,37.5610732,1174010200102600004,185.70,59.95,128.60,단독주택,28.2,8,5657000,평지,세로장방,소로한면,,신혼부부,1,39,2,3
강동구,고덕동,270-2,127.16094,37.5613618,1174010200102700002,193.90,56.32,128.73,단독주택,36.7,3,5409000,평지,세로장방,소로한면,중형,신혼부부,1,32,3,3
강동구,고덕동,282-4,127.1605088,37.5627373,1174010200102820004,,,,,,,5662000,평지,세로장방,,,청년,0,26,3,3
강동구,고덕동,294-5,127.1585698,37.5606787,1174010200102940005,182.20,46.38,90.54,단독주택,38.3,6,5869000,평지,정방형,중로각지,중형,청년,2,38,3,3
마포구,도화동,184-20,126.9519742,37.541591,1144010400101840020,143.70,59.94,153.22,단독주택,21.2,6,7289000,평지,사다리형,세로한면(가),소형,청년,3,93,4,4
마포구,염리동,27-125,126.9484072,37.5498403,1144010900100270125,,,,,,,5033000,완경사,사다리형,세로한면(불),소형,청년,3,55,3,7
마포구,염리동,178-1,126.9443351,37.5478409,1144010900101780001,252.03,58.71,158.99,단독주택,28.2,8,8311000,평지,사다리형,세로한면(가),소형,청년,2,58,3,8
마포구,신수동,62-8,126.9384193,37.5446902,1144011100100620008,,,,,,,5255000,평지,사다리형,세로한면(가),소형,청년,2,69,3,5
서대문구,홍제동,267-119,126.9486562,37.5901698,1141011100102670119,,,,,,,3754000,완경사,부정형,세로한면(가),소형,청년,1,68,3,1
서대문구,홍은동,9-234,126.9503298,37.5979498,1141011800100090234,,,,,,,3185000,평지,사다리형,세로한면(가),소형,청년,0,57,3,1
동대문구,전농동,257-4,127.0530515,37.5790264,1123010400102570004,127.90,58.31,188.37,단독주택,22.5,6,4289000,평지,사다리형,세로한면(가),소형,청년,1,54,3,5
동대문구,답십리동,463-28,127.0448618,37.5731549,1123010500104630028,203.90,59.99,126.49,공동주택,22.3,8,3809000,평지,세로장방,세로한면(불),소형,청년,4,57,2,3
동대문구,회기동,102-42,127.0479231,37.5902369,1123010800101020042,247.00,58.34,165.22,단독주택,28.1,15,2912000,완경사,사다리형,세로한면(가),소형,신혼부부,0,35,4,8
동대문구,회기동,102-43,127.0477314,37.5898022,1123010800101020043,264.00,52.32,178.43,공동주택,21.5,10,3426000,완경사,사다리형,세로한면(가),소형,청년,0,36,4,8
성북구,성북동,111-26,126.9945009,37.5933188,1129010100101110026,,,,,,,3234000,완경사,자루형,세로한면(가),소형,청년,0,54,2,6
성북구,돈암동,2-21,127.028863,37.6022694,1129010300100020021,,,,,,,3446000,완경사,사다리형,세로한면(불),소형,청년,1,83,2,2
성북구,정릉동,16-221,127.0177169,37.601825,1129013300100160221,,,,,,,4268000,평지,세로장방,세로각지(가),소형,신혼부부,1,86,3,3
성북구,정릉동,508-26,127.005248,37.5992793,1129013300105080026,,,,,,,2720000,완경사,세로장방,소로한면,중형,신혼부부,0,69,3,4
성북구,종암동,125-58,127.0279474,37.5991426,1129013500101250058,,,,,,,2942000,완경사,정방형,세로한면(가),소형,신혼부부,1,78,3,6
성북구,종암동,125-84,127.0291836,37.5982975,1129013500101250084,,,,,,,3282000,평지,세로장방,소로한면,중형,청년,1,82,3,4
